trial,system,trial_id,fixture,difficulty,seed,heldout_correct,csynth_success,metrics_parseable,constraint_violation,cq_synthesis,evaluator_credits,llm_requests,input_tokens,output_tokens,api_cost_usd,failure_stage,failure_category,baseline_latency_cycles,final_latency_cycles,latency_change_pct,baseline_lut,final_lut,lut_change_pct,baseline_dsp,final_dsp,dsp_change_pct,baseline_bram,final_bram,bram_change_pct
True,A0 Full,A0-convolution_1d-s02,convolution_1d,medium,2,True,True,True,False,True,30,8,18650,2675,0.014984,,,13100,11170,-14.7346,2260,2473,9.4097,38,38.94,2.4772,15,16.11,7.43
True,A0 Full,A0-convolution_1d-s03,convolution_1d,medium,3,True,True,True,False,True,31,8,18670,2681,0.015003,,,13150,11222,-14.659,2271,2485,9.443,39,40.2,3.0865,13,13.99,7.5852
True,A0 Full,A0-convolution_1d-s04,convolution_1d,medium,4,True,True,True,False,True,31,8,18690,2687,0.015022,,,13200,11280,-14.547,2282,2504,9.7338,36,37.31,3.6499,14,15.07,7.6192
True,A0 Full,A0-convolution_1d-s05,convolution_1d,medium,5,True,True,True,False,True,31,8,18710,2693,0.015042,,,13250,11329,-14.4966,2293,2529,10.2818,37,38.59,4.2992,15,16.23,8.1884
True,A0 Full,A0-convolution_1d-s06,convolution_1d,medium,6,False,False,False,False,False,32,8,18730,2699,0.015061,heldout,interface_mismatch,,,,,,,,,,,,
True,A0 Full,A0-convolution_1d-s07,convolution_1d,medium,7,True,True,True,False,True,33,8,18750,2705,0.01508,,,13350,11514,-13.7541,2315,2562,10.6699,39,40.88,4.8159,14,15.26,9.0319
True,A0 Full,A0-convolution_1d-s08,convolution_1d,medium,8,True,True,True,False,True,29,8,18770,2711,0.015099,,,13400,11677,-12.8598,2326,2580,10.9366,36,37.85,5.132,15,16.4,9.3018
True,A0 Full,A0-convolution_1d-s09,convolution_1d,medium,9,True,True,True,False,True,30,8,18790,2717,0.015118,,,13450,11898,-11.5386,2337,2607,11.5742,37,39.29,6.1836,13,14.23,9.463
True,A0 Full,A0-fft8-s00,fft8,hard,0,True,True,True,False,True,29,8,18810,2723,0.015138,,,13500,11991,-11.1782,2311,2584,11.8297,37,39.37,6.3941,14,15.34,9.589
True,A0 Full,A0-fft8-s01,fft8,hard,1,True,True,True,False,True,30,8,18830,2729,0.015157,,,13550,12056,-11.0277,2322,2643,13.8166,38,40.59,6.8287,15,16.46,9.7607
True,A0 Full,A0-fft8-s02,fft8,hard,2,True,True,True,False,True,31,8,18850,2735,0.015176,,,13600,12107,-10.9813,2333,2661,14.0716,39,41.95,7.5617,16,17.73,10.7883
True,A0 Full,A0-fft8-s03,fft8,hard,3,False,False,False,False,False,31,8,18870,2741,0.015195,heldout,boundary_case,,,,,,,,,,,,
True,A0 Full,A0-fft8-s04,fft8,hard,4,True,True,True,False,True,31,8,18890,2747,0.015214,,,13700,12357,-9.8061,2355,2702,14.7179,37,40.14,8.4795,15,16.65,11.001
True,A0 Full,A0-fft8-s05,fft8,hard,5,True,True,True,False,True,32,8,18910,2753,0.015234,,,13750,12404,-9.7895,2366,2748,16.145,38,42.22,11.0929,16,17.97,12.297
True,A0 Full,A0-fft8-s06,fft8,hard,6,True,True,False,False,False,33,8,18930,2759,0.015253,qualification,metrics_parse_failure,,,,,,,,,,,,
True,A0 Full,A0-fft8-s07,fft8,hard,7,False,False,False,False,False,29,8,18950,2765,0.015272,heldout,boundary_case,,,,,,,,,,,,
True,A0 Full,A0-fft8-s08,fft8,hard,8,False,False,False,False,False,30,8,18970,2771,0.015291,heldout,numerical_tolerance,,,,,,,,,,,,
True,A0 Full,A0-fft8-s09,fft8,hard,9,True,True,True,False,True,31,8,18990,2777,0.01531,,,13950,12861,-7.8081,2410,2822,17.092,38,42.25,11.1905,14,15.85,13.2364
True,A0 Full,A0-sobel_3x3-s00,sobel_3x3,hard,0,True,True,True,False,True,30,8,19010,2783,0.01533,,,14000,13361,-4.5623,2384,2808,17.8043,38,42.65,12.2347,15,17.18,14.5272
True,A0 Full,A0-sobel_3x3-s01,sobel_3x3,hard,1,True,True,True,False,True,31,8,19030,2789,0.015349,,,14050,13591,-3.265,2395,2827,18.0558,39,44.12,13.1273,16,18.38,14.8679
True,A0 Full,A0-sobel_3x3-s02,sobel_3x3,hard,2,True,True,True,False,True,31,8,19050,2795,0.015368,,,14100,14029,-0.5067,2406,2845,18.2513,40,46.49,16.2271,,,
True,A0 Full,A0-sobel_3x3-s03,sobel_3x3,hard,3,True,True,True,False,True,31,8,19070,2801,0.015387,,,14150,15265,7.8786,2417,2903,20.1252,,,,,,
True,A0 Full,A0-sobel_3x3-s04,sobel_3x3,hard,4,True,True,True,False,True,32,8,19090,2807,0.015406,,,14200,16562,16.636,2428,2994,23.3031,,,,,,
True,A0 Full,A0-sobel_3x3-s05,sobel_3x3,hard,5,True,True,True,False,True,33,8,19110,2813,0.015426,,,,,,,,,,,,,,
True,A0 Full,A0-sobel_3x3-s06,sobel_3x3,hard,6,False,False,False,False,False,29,8,19130,2819,0.015445,heldout,boundary_case,,,,,,,,,,,,
True,A0 Full,A0-sobel_3x3-s07,sobel_3x3,hard,7,False,False,False,False,False,30,8,19150,2825,0.015464,heldout,numerical_tolerance,,,,,,,,,,,,
True,A0 Full,A0-sobel_3x3-s08,sobel_3x3,hard,8,True,True,True,False,True,31,8,19170,2831,0.015483,,,,,,,,,,,,,,
True,A0 Full,A0-sobel_3x3-s09,sobel_3x3,hard,9,True,True,True,False,True,31,8,19190,2837,0.015502,,,,,,,,,,,,,,
True,A0 Full,A0-crc32_stream-s00,crc32_stream,hard,0,True,False,False,False,False,31,8,19210,2843,0.015522,qualification,c_synthesis_failure,,,,,,,,,,,,
True,A0 Full,A0-crc32_stream-s01,crc32_stream,hard,1,False,False,False,False,False,31,8,19230,2849,0.015541,heldout,boundary_case,,,,,,,,,,,,
True,A0 Full,A0-crc32_stream-s02,crc32_stream,hard,2,True,True,True,False,True,31,8,19250,2855,0.01556,,,,,,,,,,,,,,
True,A0 Full,A0-crc32_stream-s03,crc32_stream,hard,3,True,True,True,False,True,32,8,19270,2861,0.015579,,,,,,,,,,,,,,
True,A0 Full,A0-crc32_stream-s04,crc32_stream,hard,4,False,False,False,False,False,33,8,19290,2867,0.015598,heldout,wrong_arithmetic,,,,,,,,,,,,
True,A0 Full,A0-crc32_stream-s05,crc32_stream,hard,5,True,True,True,False,True,29,8,19310,2873,0.015618,,,,,,,,,,,,,,
True,A0 Full,A0-crc32_stream-s06,crc32_stream,hard,6,True,True,True,False,True,30,8,19330,2879,0.015637,,,,,,,,,,,,,,
True,A0 Full,A0-crc32_stream-s07,crc32_stream,hard,7,True,True,True,False,True,31,8,19350,2885,0.015656,,,,,,,,,,,,,,
True,A0 Full,A0-crc32_stream-s08,crc32_stream,hard,8,True,True,True,False,True,31,8,19370,2891,0.015675,,,,,,,,,,,,,,
True,A0 Full,A0-crc32_stream-s09,crc32_stream,hard,9,True,True,True,False,True,31,8,19390,2897,0.015694,,,,,,,,,,,,,,
True,A1 No diagnosis,A1-vector_add-s00,vector_add,easy,0,True,True,True,False,True,36,7,17410,2303,0.013794,,,10000,9585,-4.1499,1800,1735,,30,34.96,,12,11.63,
True,A1 No diagnosis,A1-vector_add-s01,vector_add,easy,1,True,True,True,False,True,37,8,17430,2309,0.013813,,,10050,8602,-14.4041,1811,2098,,31,29.27,,13,11.75,
True,A1 No diagnosis,A1-vector_add-s02,vector_add,easy,2,True,True,True,False,True,37,6,17450,2315,0.013832,,,10100,10013,-0.8579,1822,2095,,32,28.52,,14,14.21,
True,A1 No diagnosis,A1-vector_add-s03,vector_add,easy,3,False,False,False,False,False,37,7,17470,2321,0.013851,heldout,interface_mismatch,,,,,,,,,,,,
True,A1 No diagnosis,A1-vector_add-s04,vector_add,easy,4,True,True,True,False,True,38,8,17490,2327,0.01387,,,10200,9322,-8.6082,1844,1756,,30,30.86,,13,13.29,
True,A1 No diagnosis,A1-vector_add-s05,vector_add,easy,5,True,True,True,False,True,39,6,17510,2333,0.01389,,,10250,10001,-2.4279,1855,2201,,31,32.72,,14,13.13,
True,A1 No diagnosis,A1-vector_add-s06,vector_add,easy,6,True,True,True,False,True,35,7,17530,2339,0.013909,,,10300,10347,0.4564,1866,1866,,32,29.84,,12,12.33,
True,A1 No diagnosis,A1-vector_add-s07,vector_add,easy,7,True,True,True,False,True,36,8,17550,2345,0.013928,,,10350,9010,-12.9474,1877,2116,,33,33.24,,13,11.99,
True,A1 No diagnosis,A1-vector_add-s08,vector_add,easy,8,True,True,True,False,True,37,6,17570,2351,0.013947,,,10400,8750,-15.868,1888,2139,,30,30.15,,14,14.23,
True,A1 No diagnosis,A1-vector_add-s09,vector_add,easy,9,False,False,False,False,False,37,7,17590,2357,0.013966,heldout,boundary_case,,,,,,,,,,,,
True,A1 No diagnosis,A1-axpy-s00,axpy,easy,0,True,True,True,False,True,37,7,17610,2363,0.013986,,,10500,8556,-18.5147,1873,1844,,31,27.2,,13,12.99,
True,A1 No diagnosis,A1-axpy-s01,axpy,easy,1,True,True,True,False,True,37,8,17630,2369,0.014005,,,10550,8557,-18.8915,1884,1886,,32,33.69,,14,14.25,
True,A1 No diagnosis,A1-axpy-s02,axpy,easy,2,True,True,False,False,False,37,6,17650,2375,0.014024,qualification,metrics_parse_failure,,,,,,,,,,,,
True,A1 No diagnosis,A1-axpy-s03,axpy,easy,3,True,True,True,False,True,38,7,17670,2381,0.014043,,,10650,8254,-22.4943,1906,1902,,34,32.51,,13,12.86,
True,A1 No diagnosis,A1-axpy-s04,axpy,easy,4,True,True,True,False,True,39,8,17690,2387,0.014062,,,10700,9895,-7.5244,1917,1945,,31,33.98,,14,15.28,
True,A1 No diagnosis,A1-axpy-s05,axpy,easy,5,True,True,True,False,True,35,6,17710,2393,0.014082,,,10750,9766,-9.1524,1928,2031,,32,32.74,,15,16.87,
True,A1 No diagnosis,A1-axpy-s06,axpy,easy,6,True,True,True,False,True,36,7,17730,2399,0.014101,,,10800,9810,-9.1705,1939,2257,,33,30.1,,13,13.07,
True,A1 No diagnosis,A1-axpy-s07,axpy,easy,7,True,True,True,False,True,37,8,17750,2405,0.01412,,,10850,9394,-13.4171,1950,1994,,34,24.5,,14,14.57,
True,A1 No diagnosis,A1-axpy-s08,axpy,easy,8,True,True,True,False,True,37,6,17770,2411,0.014139,,,10900,9633,-11.6216,1961,2135,,31,29.16,,15,14.79,
True,A1 No diagnosis,A1-axpy-s09,axpy,easy,9,True,True,True,False,True,37,7,17790,2417,0.014158,,,10950,9418,-13.993,1972,1910,,32,31.39,,13,12.73,
True,A1 No diagnosis,A1-fir16-s00,fir16,easy,0,False,False,False,False,False,37,7,17810,2423,0.014178,heldout,numerical_tolerance,,,,,,,,,,,,
True,A1 No diagnosis,A1-fir16-s01,fir16,easy,1,True,True,True,False,True,37,8,17830,2429,0.014197,,,11050,10799,-2.2757,1957,1911,,33,31.78,,15,13.96,
True,A1 No diagnosis,A1-fir16-s02,fir16,easy,2,True,True,True,False,True,38,6,17850,2435,0.014216,,,11100,9670,-12.8801,1968,1881,,34,31.91,,16,15.38,
True,A1 No diagnosis,A1-fir16-s03,fir16,easy,3,True,True,True,False,True,39,7,17870,2441,0.014235,,,11150,10110,-9.3251,1979,1981,,35,37.39,,14,13.43,
True,A1 No diagnosis,A1-fir16-s04,fir16,easy,4,True,True,True,False,True,35,8,17890,2447,0.014254,,,11200,10178,-9.1225,1990,1979,,32,35.6,,15,15.65,
True,A1 No diagnosis,A1-fir16-s05,fir16,easy,5,True,True,True,False,True,36,6,17910,2453,0.014274,,,11250,9837,-12.5598,2001,2149,,33,31.1,,16,16.86,
True,A1 No diagnosis,A1-fir16-s06,fir16,easy,6,False,False,False,False,False,37,7,17930,2459,0.014293,heldout,wrong_arithmetic,,,,,,,,,,,,
True,A1 No diagnosis,A1-fir16-s07,fir16,easy,7,False,False,False,False,False,37,8,17950,2465,0.014312,heldout,boundary_case,,,,,,,,,,,,
True,A1 No diagnosis,A1-fir16-s08,fir16,easy,8,True,True,True,False,True,37,6,17970,2471,0.014331,,,11400,11731,2.9059,2034,2177,,32,29.23,,16,17.16,
True,A1 No diagnosis,A1-fir16-s09,fir16,easy,9,True,True,True,False,True,38,7,17990,2477,0.01435,,,11450,11067,-3.344,2045,1971,,33,27.56,,14,13.64,
True,A1 No diagnosis,A1-moving_average-s00,moving_average,medium,0,True,True,False,False,False,37,7,18010,2483,0.01437,qualification,metrics_parse_failure,,,,,,,,,,,,
True,A1 No diagnosis,A1-moving_average-s01,moving_average,medium,1,False,False,False,False,False,38,8,18030,2489,0.014389,heldout,wrong_arithmetic,,,,,,,,,,,,
True,A1 No diagnosis,A1-moving_average-s02,moving_average,medium,2,False,False,False,False,False,39,6,18050,2495,0.014408,heldout,boundary_case,,,,,,,,,,,,
True,A1 No diagnosis,A1-moving_average-s03,moving_average,medium,3,True,True,True,False,True,35,7,18070,2501,0.014427,,,11650,10942,-6.0805,2052,2017,,36,38.58,,15,16.12,
True,A1 No diagnosis,A1-moving_average-s04,moving_average,medium,4,True,True,True,False,True,36,8,18090,2507,0.014446,,,11700,7257,-37.9712,2063,2123,,33,37.47,,16,17.11,
True,A1 No diagnosis,A1-moving_average-s05,moving_average,medium,5,True,True,True,False,True,37,6,18110,2513,0.014466,,,11750,9424,-19.7919,2074,2441,,34,33.33,,17,18.45,
True,A1 No diagnosis,A1-moving_average-s06,moving_average,medium,6,False,False,False,False,False,37,7,18130,2519,0.014485,heldout,boundary_case,,,,,,,,,,,,
True,A1 No diagnosis,A1-moving_average-s07,moving_average,medium,7,True,True,True,False,True,37,8,18150,2525,0.014504,,,11850,11166,-5.7737,2096,2087,,36,30.07,,16,17.57,
True,A1 No diagnosis,A1-moving_average-s08,moving_average,medium,8,False,False,False,False,False,38,6,18170,2531,0.014523,heldout,interface_mismatch,,,,,,,,,,,,
True,A1 No diagnosis,A1-moving_average-s09,moving_average,medium,9,True,True,True,False,True,39,7,18190,2537,0.014542,,,11950,8288,-30.6413,2118,2575,,34,32.25,,15,14.46,
True,A1 No diagnosis,A1-dot_product-s00,dot_product,medium,0,False,False,False,False,False,38,7,18210,2543,0.014562,heldout,wrong_arithmetic,,,,,,,,,,,,
True,A1 No diagnosis,A1-dot_product-s01,dot_product,medium,1,True,True,True,False,True,39,8,18230,2549,0.014581,,,12050,10125,-15.9739,2103,2336,,35,34.74,,17,16.52,
True,A1 No diagnosis,A1-dot_product-s02,dot_product,medium,2,True,True,True,False,True,35,6,18250,2555,0.0146,,,12100,11825,-2.2727,2114,2124,,36,39.11,,18,18.72,
True,A1 No diagnosis,A1-dot_product-s03,dot_product,medium,3,True,True,True,False,True,36,7,18270,2561,0.014619,,,12150,10478,-13.7605,2125,1936,,37,39.93,,16,16.63,
True,A1 No diagnosis,A1-dot_product-s04,dot_product,medium,4,True,False,False,False,False,37,8,18290,2567,0.014638,qualification,c_synthesis_failure,,,,,,,,,,,,
